book1,book2,weight
26758,253256,1
26758,253468,1
26758,253471,1
26758,253472,1
26758,255145,1
26758,282533,1
26758,293382,1
26758,311685,1
26758,311866,1
26758,312896,1
26758,314833,1
26758,323461,1
26758,325575,2
26758,361335,1
26758,374428,1
26758,411993,2
26758,421078,1
26758,431680,1
26758,453173,1
26758,521510,1
26758,555696,1
26758,592390,1
26758,647600,1
26758,925754,1
26758,1464321,1
26759,27542,2
26759,36403,3
26759,47891,1
26759,49052,1
26759,49057,3
26759,52722,1
26759,58607,2
26759,60389,3
26759,64514,1
26759,64562,2
26759,65369,1
26759,65670,1
26759,70479,3
26759,77571,2
26759,77572,2
26759,78255,2
26759,78256,2
26759,78262,2
26759,84974,1
26759,86307,1
26759,88772,7
26759,92922,1
26759,93133,2
26759,93258,4
26759,93450,4
26759,93529,5
26759,93573,4
26759,97461,1
26759,97482,1
26759,100697,3
26759,105017,3
26759,109549,2
26759,110885,10
26759,110940,6
26759,111230,1
26759,111312,2
26759,117966,1
26759,125910,4
26759,135159,1
26759,135507,2
26759,137426,2
26759,144709,3
26759,176715,1
26759,176716,1
26759,197330,2
26759,244656,1
26759,244768,3
26759,245312,1
26759,251544,2
26759,253230,1
26759,253249,2
26759,253256,4
26759,253468,3
26759,253471,3
26759,253472,3
26759,255145,1
26759,282533,3
26759,293382,3
26759,311866,1
26759,314833,1
26759,323461,3
26759,325575,2
26759,361335,1
26759,411993,4
26759,421078,2
26759,431680,2
26759,453173,2
26759,521510,1
26759,555696,1
26759,592390,1
26759,647600,1
26759,682987,1
26759,925754,1
26759,1464321,1
26812,26886,14
26812,26940,2
26812,27542,1
26812,27579,9
26812,36403,2
26812,47891,2
26812,49052,1
26812,49057,4
26812,52722,1
26812,58607,1
26812,60389,3
26812,64514,1
26812,64562,2
26812,64769,5
26812,65369,1
26812,65670,1
26812,70479,2
26812,77571,1
26812,77572,2
26812,78255,2
26812,78256,3
26812,78262,2
26812,84974,1
26812,86307,1
26812,88772,8
26812,88800,7
26812,92922,2
26812,93133,2
26812,93258,6
26812,93450,6
26812,93529,5
26812,93573,4
26812,97461,1
26812,97482,1
26812,100697,4
26812,105017,1
26812,109549,2
26812,110885,10
26812,110940,4
26812,111230,2
26812,111312,2
26812,111474,10
26812,117966,1
26812,118216,2
26812,125910,5
26812,135159,1
26812,135507,3
26812,137426,1
26812,144709,3
26812,176715,1
26812,176716,1
26812,197330,1
26812,198699,4
26812,244768,2
26812,245312,1
26812,251544,2
26812,253249,3
26812,253468,3
26812,253471,2
26812,253472,3
26812,255145,1
26812,282533,5
26812,293382,3
26812,311866,3
26812,314833,1
26812,323461,2
26812,325575,1
26812,361335,1
26812,374428,1
26812,411993,4
26812,421078,5
26812,431680,3
26812,453173,2
26812,521510,1
26812,555696,1
26812,592390,1
26812,647600,1
26812,682987,1
26812,925754,1
26812,1464321,2
26886,26999,10
26886,27542,4
26886,47891,3
26886,58607,1
26886,64562,2
26886,70479,2
26886,77571,1
26886,77572,1
26886,78255,2
26886,84974,1
26886,86307,2
26886,90045,8
26886,92922,1
26886,93133,9
26886,93258,8
26886,93450,14
26886,93573,15
26886,97461,1
26886,100697,4
26886,110940,3
26886,111230,4
26886,111312,4
26886,135159,3
26886,135507,5
26886,137426,3
26886,176715,6
26886,176716,6
26886,198699,4
26886,244656,2
26886,244768,4
26886,255145,1
26886,293382,2
26886,311685,5
26886,312896,3
26886,314833,1
26886,323461,1
26886,361335,1
26886,374428,1
26886,431680,3
26886,453173,3
26886,521510,1
26886,555696,2
26886,647600,2
26886,682987,1
26886,925754,2
26886,1464321,2
26940,27542,1
26940,36403,2
26940,47891,1
26940,49052,2
26940,49057,5
26940,52722,1
26940,58607,1
26940,64352,1
26940,64514,2
26940,64562,1
26940,65369,2
26940,65670,1
26940,70479,1
26940,77571,1
26940,77572,2
26940,78255,1
26940,78256,1
26940,78262,3
26940,84974,1
26940,86307,2
26940,88772,8
26940,90045,1
26940,92922,1
26940,93133,3
26940,93258,4
26940,93450,2
26940,93529,3
26940,93573,3
26940,95399,8
26940,97461,1
26940,97482,1
26940,100697,3
26940,107021,3
26940,109549,1
26940,110885,3
26940,110940,2
26940,111230,2
26940,111312,3
26940,117966,2
26940,118216,2
26940,125910,5
26940,135159,2
26940,135507,2
26940,137426,1
26940,144709,3
26940,176715,1
26940,176716,1
26940,197330,1
26940,244656,1
26940,244768,2
26940,245312,1
26940,251544,1
26940,253230,1
26940,253249,2
26940,253256,2
26940,253468,1
26940,253471,1
26940,253472,1
26940,255145,1
26940,282533,3
26940,293382,2
26940,311685,1
26940,311866,1
26940,312896,1
26940,314833,1
26940,323461,1
26940,325575,1
26940,361335,1
26940,374428,1
26940,411993,2
26940,421078,2
26940,431680,1
26940,453173,2
26940,521510,1
26940,555696,1
26940,592390,1
26940,647600,1
26940,682987,1
26940,925754,1
26940,1464321,1
26999,27542,1
26999,36403,1
26999,47891,1
26999,49052,1
26999,49057,4
26999,52722,2
26999,58607,2
26999,60389,2
26999,64514,2
26999,64562,1
26999,64769,3
26999,65369,1
26999,65670,1
26999,70479,1
26999,77571,1
26999,77572,2
26999,78255,1
26999,78256,2
26999,78262,2
26999,84974,1
26999,86307,1
26999,88772,7
26999,92922,1
26999,93133,3
26999,93258,5
26999,93450,5
26999,93529,2
26999,93573,3
26999,95399,7
26999,97461,1
26999,97482,1
26999,100697,4
26999,109549,3
26999,110885,4
26999,110940,3
26999,111230,3
26999,111312,2
26999,111413,7
26999,111474,9
26999,117966,1
26999,117994,4
26999,118216,2
26999,125910,4
26999,135159,1
26999,135507,2
26999,137426,1
26999,144709,3
26999,176715,1
26999,176716,1
26999,197330,2
26999,244768,1
26999,245312,1
26999,251544,1
26999,253249,4
26999,253468,1
26999,253471,1
26999,253472,1
26999,255145,1
26999,282533,4
26999,293382,2
26999,311866,3
26999,314833,1
26999,323461,1
26999,325575,2
26999,361335,1
26999,374428,1
26999,411993,1
26999,431680,3
26999,453173,2
26999,521510,1
26999,555696,1
26999,592390,1
26999,647600,1
26999,682987,1
26999,925754,1
26999,1464321,1
27542,27579,5
27542,36403,1
27542,47891,1
27542,49052,3
27542,49057,3
27542,51231,5
27542,51703,7
27542,52722,1
27542,58607,1
27542,60389,1
27542,64352,1
27542,64514,1
27542,64562,1
27542,64769,1
27542,65369,1
27542,65670,1
27542,70479,1
27542,77571,2
27542,77572,1
27542,78255,1
27542,78256,1
27542,78262,1
27542,84974,1
27542,86307,1
27542,88772,6
27542,88800,7
27542,90045,1
27542,92922,1
27542,93133,2
27542,93258,1
27542,93450,2
27542,93529,3
27542,93573,4
27542,97461,1
27542,97482,1
27542,100697,2
27542,105017,3
27542,107021,3
27542,109549,1
27542,110872,3
27542,110885,3
27542,110940,1
27542,111230,1
27542,111312,1
27542,111413,5
27542,111474,9
27542,117966,1
27542,117994,4
27542,118216,2
27542,125910,1
27542,130535,1
27542,135159,1
27542,135507,2
27542,137426,1
27542,144709,2
27542,176715,2
27542,176716,2
27542,197330,1
27542,198699,1
27542,244656,1
27542,244768,1
27542,245312,1
27542,251544,1
27542,253230,1
27542,253249,1
27542,253256,1
27542,253468,1
27542,253471,1
27542,253472,1
27542,255145,1
27542,282533,1
27542,293382,1
27542,311685,1
27542,311866,1
27542,312896,1
27542,314833,1
27542,323461,1
27542,325575,1
27542,361335,1
27542,374428,1
27542,411993,2
27542,421078,1
27542,431680,1
27542,453173,1
27542,521510,1
27542,555696,1
27542,592390,2
27542,647600,1
27542,682987,1
27542,925754,1
27542,1464321,1
27579,36403,3
27579,47891,2
27579,49052,8
27579,58607,2
27579,60389,9
27579,64514,6
27579,64562,3
27579,70479,2
27579,77571,1
27579,77572,3
27579,78255,3
27579,78256,4
27579,78262,7
27579,84974,3
27579,86307,2
27579,92922,1
27579,97461,1
27579,97482,1
27579,100697,5
27579,111312,6
27579,135159,5
27579,135507,7
27579,137426,1
27579,144709,6
27579,176715,4
27579,176716,4
27579,197330,3
27579,244656,1
27579,244768,4
27579,245312,1
27579,251544,5
27579,253230,2
27579,253256,5
27579,255145,1
27579,282533,5
27579,311685,5
27579,311866,2
27579,314833,1
27579,323461,3
27579,325575,2
27579,361335,2
27579,431680,1
27579,453173,3
27579,521510,1
27579,555696,1
27579,647600,1
27579,682987,1
27579,925754,1
27579,1464321,1
36403,47891,2
36403,51231,2
36403,51703,5
36403,58607,1
36403,60389,2
36403,64352,1
36403,64562,1
36403,64769,3
36403,65369,1
36403,70479,3
36403,77571,1
36403,77572,1
36403,84974,1
36403,86307,1
36403,88800,2
36403,90045,1
36403,92922,1
36403,93133,2
36403,93258,3
36403,93450,2
36403,93529,2
36403,93573,2
36403,100697,1
36403,105017,4
36403,107021,3
36403,110872,4
36403,110940,1
36403,111230,2
36403,111312,1
36403,111474,6
36403,117966,1
36403,118216,1
36403,125910,3
36403,135159,1
36403,135507,1
36403,137426,1
36403,144709,2
36403,197330,1
36403,244656,3
36403,244768,3
36403,245312,1
36403,251544,2
36403,253230,3
36403,253256,4
36403,253468,2
36403,253471,3
36403,253472,3
36403,255145,1
36403,282533,1
36403,293382,2
36403,311685,1
36403,311866,1
36403,312896,2
36403,314833,1
36403,323461,1
36403,325575,1
36403,361335,1
36403,374428,1
36403,421078,2
36403,431680,1
36403,453173,1
36403,521510,1
36403,555696,1
36403,592390,2
36403,647600,1
36403,682987,1
36403,925754,1
36403,1464321,1
47891,49052,1
47891,49057,1
47891,51231,2
47891,52722,1
47891,58607,1
47891,60389,1
47891,64352,1
47891,64514,1
47891,64562,1
47891,64769,1
47891,65369,1
47891,65670,1
47891,70479,1
47891,77571,1
47891,77572,1
47891,78255,1
47891,78256,1
47891,78262,2
47891,84974,1
47891,86307,1
47891,88800,2
47891,90045,1
47891,92922,1
47891,93133,1
47891,93258,1
47891,93450,2
47891,93529,2
47891,93573,2
47891,97461,1
47891,97482,1
47891,100697,2
47891,105017,1
47891,107021,1
47891,109549,1
47891,110885,1
47891,110940,1
47891,111230,2
47891,111312,1
47891,111474,3
47891,117966,1
47891,118216,2
47891,135159,1
47891,135507,2
47891,137426,1
47891,144709,2
47891,176715,1
47891,176716,1
47891,197330,1
47891,244656,2
47891,244768,2
47891,245312,1
47891,251544,1
47891,253230,2
47891,253249,2
47891,253256,3
47891,253468,1
47891,253471,1
47891,253472,1
47891,255145,1
47891,282533,1
47891,293382,1
47891,311685,1
47891,311866,2
47891,312896,1
47891,314833,1
47891,323461,1
47891,325575,1
47891,361335,1
47891,374428,1
47891,411993,1
47891,421078,1
47891,431680,1
47891,453173,1
47891,521510,1
47891,555696,1
47891,592390,1
47891,647600,1
47891,682987,1
47891,925754,1
47891,1464321,1
49052,51231,5
49052,51703,9
49052,58607,1
49052,64352,1
49052,64562,3
49052,65369,3
49052,70479,1
49052,77572,1
49052,84974,1
49052,86307,1
49052,90045,1
49052,92922,1
49052,93529,5
49052,100697,2
49052,105017,2
49052,109549,1
49052,110940,2
49052,111230,2
49052,111312,3
49052,118216,1
49052,125910,2
49052,135159,2
49052,135507,2
49052,137426,1
49052,144709,2
49052,197330,3
49052,244656,1
49052,244768,1
49052,245312,1
49052,251544,2
49052,253249,1
49052,253468,1
49052,253471,1
49052,253472,1
49052,255145,1
49052,282533,1
49052,311685,1
49052,311866,2
49052,312896,1
49052,314833,1
49052,323461,1
49052,325575,1
49052,361335,1
49052,374428,1
49052,421078,1
49052,431680,1
49052,453173,1
49052,521510,1
49052,555696,2
49052,592390,1
49052,647600,2
49052,682987,1
49052,925754,1
49052,1464321,1
49057,58607,1
49057,64352,1
49057,64514,4
49057,64562,2
49057,70479,3
49057,77571,1
49057,77572,1
49057,78255,2
49057,78256,3
49057,78262,2
49057,84974,1
49057,86307,2
49057,90045,1
49057,92922,1
49057,93133,5
49057,93258,6
49057,93450,7
49057,93529,9
49057,93573,8
49057,100697,2
49057,105017,3
49057,111230,2
49057,117966,9
49057,135159,2
49057,135507,4
49057,137426,2
49057,144709,3
49057,197330,2
49057,244656,1
49057,244768,1
49057,245312,1
49057,251544,3
49057,253230,1
49057,253249,1
49057,253256,2
49057,253468,2
49057,253471,2
49057,253472,4
49057,255145,1
49057,282533,1
49057,293382,3
49057,311685,2
49057,311866,1
49057,312896,1
49057,314833,1
49057,323461,1
49057,325575,1
49057,361335,1
49057,374428,1
49057,431680,1
49057,453173,1
49057,521510,1
49057,555696,2
49057,592390,1
49057,647600,1
49057,682987,1
49057,925754,1
49057,1464321,1
51231,58607,2
51231,60389,7
51231,64352,5
51231,64514,6
51231,64562,2
51231,65670,4
51231,70479,1
51231,77571,3
51231,77572,2
51231,78255,4
51231,78256,3
51231,78262,2
51231,84974,1
51231,86307,2
51231,92922,1
51231,93133,6
51231,93258,8
51231,93450,7
51231,93573,8
51231,97461,1
51231,97482,1
51231,107021,7
51231,111230,4
51231,111312,4
51231,118216,6
51231,135159,4
51231,135507,5
51231,137426,3
51231,144709,7
51231,197330,1
51231,198699,4
51231,244656,1
51231,244768,4
51231,245312,1
51231,253230,1
51231,255145,1
51231,282533,1
51231,293382,1
51231,314833,1
51231,323461,2
51231,325575,1
51231,374428,2
51231,431680,1
51231,453173,1
51231,521510,1
51231,555696,1
51231,647600,1
51231,682987,1
51231,925754,2
51231,1464321,1
51703,52722,8
51703,58607,2
51703,64352,3
51703,64514,7
51703,64562,2
51703,65670,7
51703,70479,3
51703,77571,2
51703,77572,2
51703,78255,3
51703,78256,5
51703,78262,8
51703,84974,2
51703,86307,1
51703,92922,2
51703,93573,12
51703,97461,1
51703,97482,1
51703,100697,6
51703,107021,17
51703,110885,19
51703,111230,4
51703,111312,4
51703,117966,4
51703,118216,4
51703,135159,2
51703,135507,4
51703,137426,1
51703,176715,4
51703,176716,3
51703,197330,4
51703,198699,2
51703,244656,1
51703,244768,2
51703,245312,1
51703,251544,4
51703,253230,2
51703,253249,5
51703,253468,2
51703,253471,2
51703,253472,2
51703,255145,2
51703,282533,5
51703,311685,2
51703,311866,1
51703,314833,1
51703,323461,2
51703,325575,1
51703,361335,1
51703,374428,1
51703,431680,2
51703,453173,4
51703,521510,1
51703,555696,1
51703,592390,2
51703,647600,1
51703,682987,1
51703,925754,1
51703,1464321,1
52722,58607,1
52722,64352,2
52722,64562,2
52722,65369,1
52722,70479,1
52722,77572,1
52722,78256,3
52722,78262,4
52722,84974,1
52722,86307,1
52722,90045,2
52722,92922,1
52722,93529,2
52722,105017,4
52722,110872,4
52722,110940,2
52722,111230,2
52722,111312,1
52722,111474,7
52722,118216,2
52722,125910,1
52722,135159,2
52722,135507,1
52722,137426,1
52722,144709,2
52722,197330,2
52722,244656,1
52722,244768,1
52722,245312,1
52722,251544,2
52722,253230,1
52722,253249,2
52722,253256,2
52722,255145,2
52722,282533,2
52722,311685,1
52722,311866,1
52722,312896,1
52722,314833,1
52722,323461,2
52722,325575,1
52722,374428,1
52722,431680,1
52722,453173,2
52722,521510,1
52722,555696,2
52722,647600,1
52722,682987,2
52722,925754,2
52722,1464321,1
58607,60389,1
58607,64352,1
58607,64514,1
58607,64562,1
58607,64769,1
58607,65369,1
58607,65670,1
58607,70479,1
58607,77571,1
58607,77572,1
58607,78255,1
58607,78256,1
58607,78262,1
58607,84974,1
58607,86307,1
58607,88772,2
58607,88800,1
58607,90045,1
58607,92922,2
58607,93133,1
58607,93258,1
58607,93450,1
58607,93529,1
58607,93573,1
58607,95399,4
58607,97461,1
58607,97482,1
58607,100697,1
58607,105017,1
58607,107021,1
58607,109549,1
58607,110872,1
58607,110885,1
58607,110940,1
58607,111230,1
58607,111312,1
58607,111413,3
58607,111474,2
58607,117966,1
58607,117994,3
58607,118216,2
58607,125910,1
58607,130535,3
58607,135159,1
58607,135507,1
58607,137426,1
58607,144709,1
58607,176715,1
58607,176716,1
58607,197330,1
58607,198699,1
58607,244656,1
58607,244768,2
58607,245312,1
58607,251544,2
58607,253230,3
58607,253249,1
58607,253256,2
58607,253471,1
58607,253472,1
58607,255145,1
58607,282533,1
58607,293382,1
58607,311685,1
58607,311866,1
58607,312896,1
58607,314833,1
58607,323461,1
58607,325575,1
58607,361335,1
58607,374428,1
58607,411993,1
58607,421078,2
58607,431680,1
58607,453173,1
58607,521510,1
58607,555696,1
58607,647600,1
58607,682987,1
58607,925754,1
58607,1464321,1
60389,64352,1
60389,64514,3
60389,64562,3
60389,65369,3
60389,70479,1
60389,77571,1
60389,77572,1
60389,78255,3
60389,78256,3
60389,78262,5
60389,84974,2
60389,86307,1
60389,90045,1
60389,92922,1
60389,93133,4
60389,93258,3
60389,93450,3
60389,93529,4
60389,93573,3
60389,97461,2
60389,100697,1
60389,109549,1
60389,110885,4
60389,110940,3
60389,111230,2
60389,111312,3
60389,117966,1
60389,118216,2
60389,125910,2
60389,135159,3
60389,135507,3
60389,137426,2
60389,144709,1
60389,176715,1
60389,176716,1
60389,197330,1
60389,198699,1
60389,244656,1
60389,244768,2
60389,245312,1
60389,251544,1
60389,253230,1
60389,253249,1
60389,253256,5
60389,253468,1
60389,253471,1
60389,253472,1
60389,255145,1
60389,282533,2
60389,293382,2
60389,311685,3
60389,311866,1
60389,312896,1
60389,314833,1
60389,323461,2
60389,325575,2
60389,361335,1
60389,374428,1
60389,411993,3
60389,421078,2
60389,431680,1
60389,453173,1
60389,521510,1
60389,555696,1
60389,592390,1
60389,647600,1
60389,682987,1
60389,925754,1
60389,1464321,1
64352,64514,2
64352,64562,3
64352,64769,6
64352,65369,1
64352,77571,1
64352,77572,1
64352,78255,2
64352,78256,3
64352,78262,3
64352,84974,1
64352,86307,1
64352,88772,5
64352,88800,1
64352,90045,3
64352,92922,1
64352,93133,3
64352,93258,3
64352,93450,4
64352,93529,3
64352,93573,3
64352,95399,4
64352,97461,1
64352,97482,1
64352,100697,2
64352,105017,1
64352,107021,2
64352,109549,3
64352,110872,5
64352,110885,2
64352,110940,2
64352,111230,1
64352,111312,1
64352,111413,5
64352,111474,3
64352,117966,1
64352,117994,2
64352,118216,1
64352,125910,1
64352,130535,2
64352,135159,2
64352,135507,1
64352,137426,1
64352,144709,2
64352,176715,1
64352,176716,1
64352,198699,1
64352,244768,2
64352,253468,2
64352,253471,1
64352,253472,1
64352,255145,1
64352,282533,3
64352,311685,1
64352,314833,1
64352,323461,2
64352,361335,1
64352,374428,2
64352,411993,1
64352,421078,4
64352,431680,3
64352,453173,1
64352,521510,1
64352,555696,2
64352,592390,1
64352,647600,1
64352,682987,1
64352,925754,2
64352,1464321,2
64514,64562,1
64514,65369,1
64514,70479,1
64514,77571,1
64514,77572,1
64514,84974,1
64514,86307,1
64514,88772,4
64514,88800,5
64514,90045,1
64514,92922,1
64514,93529,3
64514,95399,6
64514,97461,2
64514,100697,2
64514,105017,4
64514,107021,7
64514,109549,2
64514,110872,6
64514,110885,3
64514,110940,1
64514,111230,2
64514,111312,1
64514,111413,5
64514,111474,5
64514,117966,3
64514,117994,4
64514,118216,1
64514,125910,2
64514,130535,8
64514,135159,2
64514,135507,2
64514,137426,1
64514,144709,2
64514,176715,2
64514,176716,1
64514,197330,1
64514,198699,1
64514,244656,1
64514,244768,1
64514,245312,1
64514,251544,2
64514,253230,1
64514,253249,1
64514,253256,3
64514,253468,1
64514,253471,2
64514,253472,2
64514,255145,1
64514,282533,2
64514,311685,1
64514,311866,2
64514,312896,1
64514,314833,1
64514,323461,1
64514,325575,1
64514,361335,1
64514,374428,1
64514,411993,2
64514,421078,2
64514,431680,1
64514,453173,1
64514,521510,1
64514,555696,1
64514,592390,1
64514,647600,1
64514,682987,1
64514,925754,1
64514,1464321,1
64562,64769,3
64562,65369,1
64562,65670,1
64562,77571,1
64562,77572,1
64562,78255,1
64562,78256,1
64562,78262,2
64562,84974,1
64562,86307,1
64562,88772,2
64562,88800,1
64562,90045,1
64562,92922,1
64562,93133,2
64562,93258,2
64562,93450,2
64562,93529,2
64562,93573,2
64562,95399,2
64562,97461,1
64562,97482,1
64562,100697,1
64562,105017,1
64562,107021,2
64562,109549,1
64562,110872,2
64562,110885,1
64562,111230,1
64562,111312,2
64562,111413,3
64562,111474,2
64562,117966,1
64562,117994,2
64562,118216,1
64562,125910,1
64562,130535,2
64562,135159,2
64562,135507,1
64562,137426,1
64562,144709,2
64562,176715,1
64562,176716,1
64562,197330,2
64562,198699,1
64562,244656,2
64562,244768,2
64562,245312,2
64562,251544,1
64562,253230,1
64562,253249,1
64562,253256,2
64562,253468,1
64562,253471,1
64562,253472,1
64562,255145,1
64562,282533,1
64562,293382,1
64562,311685,2
64562,311866,3
64562,312896,1
64562,314833,1
64562,323461,3
64562,325575,2
64562,361335,1
64562,374428,1
64562,411993,1
64562,421078,2
64562,453173,1
64562,521510,1
64562,555696,1
64562,592390,1
64562,647600,1
64562,682987,1
64562,925754,1
64562,1464321,1
64769,70479,2
64769,77571,1
64769,77572,1
64769,78255,6
64769,84974,1
64769,86307,1
64769,90045,1
64769,92922,2
64769,93133,9
64769,93258,7
64769,93450,10
64769,93529,10
64769,93573,11
64769,97461,2
64769,100697,2
64769,109549,3
64769,110940,4
64769,111230,3
64769,111312,4
64769,117966,4
64769,118216,2
64769,125910,4
64769,135159,6
64769,135507,2
64769,137426,2
64769,144709,3
64769,176715,5
64769,176716,4
64769,197330,6
64769,198699,3
64769,244656,2
64769,244768,1
64769,245312,2
64769,253249,3
64769,253468,3
64769,253471,2
64769,253472,2
64769,255145,1
64769,293382,5
64769,311685,2
64769,311866,4
64769,312896,2
64769,314833,1
64769,323461,1
64769,325575,2
64769,361335,1
64769,374428,1
64769,421078,5
64769,431680,1
64769,453173,3
64769,521510,1
64769,555696,2
64769,592390,1
64769,647600,2
64769,682987,1
64769,925754,3
64769,1464321,1
65369,70479,1
65369,77571,1
65369,77572,1
65369,78255,3
65369,78256,3
65369,78262,1
65369,84974,1
65369,86307,1
65369,90045,2
65369,92922,1
65369,93133,2
65369,93258,2
65369,93450,1
65369,93529,3
65369,93573,3
65369,97461,1
65369,97482,1
65369,100697,1
65369,105017,1
65369,107021,1
65369,110885,1
65369,110940,2
65369,111230,1
65369,111312,2
65369,135159,2
65369,135507,3
65369,137426,1
65369,144709,1
65369,176715,3
65369,176716,2
65369,197330,1
65369,198699,1
65369,244656,1
65369,244768,2
65369,245312,1
65369,251544,1
65369,253230,1
65369,253249,1
65369,253256,1
65369,255145,1
65369,282533,2
65369,293382,3
65369,311685,1
65369,311866,1
65369,312896,1
65369,314833,1
65369,323461,2
65369,325575,2
65369,361335,2
65369,374428,1
65369,431680,1
65369,453173,1
65369,521510,1
65369,555696,1
65369,592390,1
65369,647600,2
65369,682987,1
65369,925754,1
65369,1464321,1
65670,70479,1
65670,77571,1
65670,77572,1
65670,78256,4
65670,78262,3
65670,84974,1
65670,86307,1
65670,90045,1
65670,92922,1
65670,93529,3
65670,97461,2
65670,100697,1
65670,105017,4
65670,109549,1
65670,110872,4
65670,110885,2
65670,110940,3
65670,111230,2
65670,111312,1
65670,111474,5
65670,117966,5
65670,117994,1
65670,118216,3
65670,125910,2
65670,130535,4
65670,135159,1
65670,135507,1
65670,137426,1
65670,144709,2
65670,176715,4
65670,176716,3
65670,198699,1
65670,244656,2
65670,244768,3
65670,253230,2
65670,253249,2
65670,253256,1
65670,255145,1
65670,282533,2
65670,311685,1
65670,311866,1
65670,312896,1
65670,323461,3
65670,361335,2
65670,374428,1
65670,411993,1
65670,421078,1
65670,431680,2
65670,453173,1
65670,521510,1
65670,555696,1
65670,592390,1
65670,647600,1
65670,682987,1
65670,925754,1
65670,1464321,1
70479,77571,1
70479,77572,1
70479,78255,2
70479,78256,2
70479,78262,2
70479,84974,1
70479,86307,1
70479,88772,2
70479,88800,1
70479,90045,2
70479,92922,1
70479,93133,1
70479,93258,2
70479,93450,2
70479,93529,2
70479,93573,2
70479,95399,2
70479,97461,1
70479,97482,1
70479,100697,1
70479,105017,1
70479,107021,1
70479,109549,2
70479,110872,3
70479,110885,3
70479,111230,1
70479,111312,1
70479,111413,3
70479,111474,3
70479,117966,1
70479,117994,3
70479,118216,1
70479,125910,2
70479,130535,2
70479,135159,1
70479,135507,1
70479,137426,1
70479,144709,2
70479,176715,1
70479,176716,1
70479,197330,3
70479,198699,2
70479,244656,2
70479,244768,1
70479,245312,4
70479,251544,2
70479,253230,2
70479,253249,2
70479,253256,4
70479,253468,2
70479,253471,2
70479,253472,2
70479,255145,1
70479,282533,1
70479,293382,3
70479,311685,1
70479,311866,5
70479,312896,2
70479,314833,1
70479,323461,2
70479,325575,1
70479,361335,1
70479,374428,1
70479,411993,3
70479,421078,3
70479,453173,1
70479,521510,1
70479,555696,1
70479,592390,1
70479,647600,1
70479,682987,1
70479,925754,1
70479,1464321,1
77571,78255,1
77571,78256,1
77571,78262,1
77571,84974,1
77571,86307,1
77571,88772,1
77571,88800,2
77571,90045,1
77571,92922,1
77571,93133,1
77571,93258,1
77571,93450,1
77571,93529,1
77571,93573,2
77571,95399,1
77571,97461,1
77571,97482,1
77571,100697,2
77571,105017,2
77571,109549,1
77571,110872,1
77571,110885,1
77571,110940,1
77571,111230,1
77571,111312,1
77571,111413,1
77571,111474,2
77571,117966,1
77571,117994,1
77571,118216,2
77571,125910,1
77571,130535,1
77571,135159,1
77571,135507,1
77571,137426,2
77571,144709,2
77571,176715,1
77571,176716,1
77571,197330,1
77571,198699,1
77571,244656,1
77571,244768,1
77571,245312,1
77571,251544,1
77571,253230,1
77571,253249,1
77571,253256,1
77571,253468,1
77571,253471,1
77571,253472,1
77571,255145,1
77571,282533,1
77571,293382,1
77571,311685,1
77571,311866,1
77571,312896,1
77571,314833,1
77571,323461,2
77571,325575,1
77571,361335,1
77571,374428,1
77571,411993,1
77571,421078,1
77571,431680,1
77571,453173,1
77571,521510,1
77571,555696,1
77571,592390,2
77571,647600,1
77571,682987,1
77571,925754,1
77571,1464321,1
77572,78255,1
77572,78256,1
77572,78262,2
77572,84974,1
77572,86307,1
77572,88772,2
77572,88800,3
77572,90045,1
77572,92922,1
77572,93133,1
77572,93258,1
77572,93450,1
77572,93529,1
77572,93573,1
77572,95399,1
77572,97461,1
77572,97482,1
77572,100697,2
77572,105017,1
77572,107021,2
77572,109549,1
77572,110872,1
77572,110885,1
77572,110940,2
77572,111230,1
77572,111312,2
77572,111413,1
77572,111474,3
77572,117966,1
77572,117994,1
77572,118216,1
77572,125910,2
77572,130535,2
77572,135159,1
77572,135507,1
77572,137426,1
77572,144709,2
77572,176715,2
77572,176716,2
77572,197330,1
77572,198699,1
77572,244656,1
77572,244768,1
77572,245312,1
77572,251544,1
77572,253230,1
77572,253249,2
77572,253256,2
77572,253468,1
77572,253471,1
77572,253472,1
77572,255145,1
77572,282533,2
77572,293382,2
77572,311685,1
77572,311866,1
77572,312896,1
77572,314833,1
77572,323461,1
77572,325575,1
77572,361335,1
77572,374428,1
77572,411993,1
77572,421078,3
77572,431680,1
77572,453173,2
77572,521510,1
77572,555696,1
77572,592390,1
77572,647600,1
77572,682987,1
77572,925754,1
77572,1464321,1
78255,84974,1
78255,86307,1
78255,88772,3
78255,88800,3
78255,90045,1
78255,92922,1
78255,93529,2
78255,95399,2
78255,97461,1
78255,97482,1
78255,100697,1
78255,105017,1
78255,109549,3
78255,110872,4
78255,110885,2
78255,110940,2
78255,111230,1
78255,111312,1
78255,111413,3
78255,111474,3
78255,117966,2
78255,117994,4
78255,118216,1
78255,125910,2
78255,130535,6
78255,135159,2
78255,135507,1
78255,137426,1
78255,144709,1
78255,176715,1
78255,176716,1
78255,197330,1
78255,198699,2
78255,244656,2
78255,244768,2
78255,245312,1
78255,251544,2
78255,253230,1
78255,253249,2
78255,253256,3
78255,253468,2
78255,253471,2
78255,253472,2
78255,255145,1
78255,282533,1
78255,311685,1
78255,311866,1
78255,312896,1
78255,314833,1
78255,323461,2
78255,325575,1
78255,361335,1
